"نام کالا",نماد,تالار,"تولید کننده","نوع قرارداد","قیمت پایانی میانگین   موزون","ارزش معامله (هزارریال)","پایین ترین",بالاترین,"قیمت پایه عرضه","حجم عرضه",تقاضا,"حجم قرارداد",واحد,"تاریخ معامله","عرضه کننده",کارگزار,"نوع ارز"
"ورق سرد B",HAAL-CS21101-00,"تالار صنعتی","صنایع هفت الماس",سلف,"355,517","711,034,150","350,239","360,888","308,301","2,000","4,350","2,000",تن,1401/11/23,"صنایع هفت الماس","کالای خاورمیانه",ریال
"پلی استایرن مقاوم 7240",TABC-PSHIPS7240PP-00,"تالار پتروشیمی","پتروشیمی تبریز","نقدی (مچینگ)","419,560","27,690,960","419,560","419,560","419,560",0,66,66,تن,1401/11/23,"پتروشیمی تبریز","آرمون بورس",ریال
"پلی استایرن مقاوم 7240",TABC-PSHIPS7240PP-00,"تالار پتروشیمی","پتروشیمی تبریز",نقدی,"419,560","392,288,600","419,560","419,560","419,560","1,001","1,133",935,تن,1401/11/23,"پتروشیمی تبریز","آرمون بورس",ریال
"پلی استایرن معمولی 1540",TABC-PSGPPS1540PP-00,"تالار پتروشیمی","پتروشیمی تبریز",نقدی,"423,935","405,705,971","423,009","426,989","396,919",957,"2,057",957,تن,1401/11/23,"پتروشیمی تبریز","آرمون بورس",ریال
"شمش بلوم (150*150)1SP",SKS-BSO554X-00,"تالار صنعتی","فولاد کاوه جنوب کیش",نقدی,,0,,,"196,352","1,200",0,0,تن,1401/11/23,"فولاد کاوه جنوب کیش","بورس بهگزین",ریال
"پلی استایرن معمولی 1460",TABC-PSGPS1460PP-00,"تالار پتروشیمی","پتروشیمی تبریز",نقدی,"396,919","34,928,872","396,919","396,919","396,919",110,88,88,تن,1401/11/23,"پتروشیمی تبریز","آرمون بورس",ریال
"پلی استایرن معمولی 1460",TABC-PSGPS1460PP-00,"تالار پتروشیمی","پتروشیمی تبریز","نقدی (مچینگ)","396,919","8,732,218","396,919","396,919","396,919",0,22,22,تن,1401/11/23,"پتروشیمی تبریز","آرمون بورس",ریال
"سیمان تیپ 2/کیسه25",KHAC-CEMENT2-25L-00,"تالار سیمان","سیمان خمسه","سلف (مچینگ)","7,396","73,960","7,396","7,396","7,396",0,10,10,تن,1401/11/23,"سیمان خمسه",فارابی,ریال
"سیمان تیپ 2/کیسه25",KHAC-CEMENT2-25L-00,"تالار سیمان","سیمان خمسه",سلف,"7,396","2,588,600","7,396","7,396","7,396",500,350,350,تن,1401/11/23,"سیمان خمسه",فارابی,ریال
"سیمان تیپ 2/کیسه50",NAC-CEMENT2-50L-00,"تالار سیمان","صنایع سیمان نهاوند","نقدی (مچینگ)","6,057","3,028,500","6,057","6,057","6,057",0,500,500,تن,1401/11/23,"صنایع سیمان نهاوند","بانک انصار",ریال
"سیمان تیپ 2/کیسه50",NAC-CEMENT2-50L-00,"تالار سیمان","صنایع سیمان نهاوند",نقدی,"6,057","9,085,500","6,057","6,057","6,057","3,000","1,500","1,500",تن,1401/11/23,"صنایع سیمان نهاوند","بانک انصار",ریال
"قیر 6070",MSF-BI6070B-00,"تالار فرآورده های نفتی","متین ساز فعال",نقدی,,0,,,"126,000",150,0,0,تن,1401/11/23,"متین ساز فعال","نو اندیشان بازار سرمایه",ریال
"قیر MC250",MSF-BIMC250B-00,"تالار فرآورده های نفتی","متین ساز فعال",نقدی,,0,,,"170,000",100,0,0,تن,1401/11/23,"متین ساز فعال","نو اندیشان بازار سرمایه",ریال
"اسلاک واکس سنگین 23-16",POCO-HSW1623B-00,"تالار فرآورده های نفتی","نفت پارس",نقدی,"210,416","45,449,784","208,999","213,999","123,394",216,552,216,تن,1401/11/23,"نفت پارس","تدبیرگران فردا",ریال
"سیمان تیپ 425-1",SGHC-CEMENT425B-00,"تالار سیمان","صنایع سیمان سامان غرب",نقدی,"5,181","24,454,320","5,181","5,181","5,181","6,000","4,720","4,720",تن,1401/11/23,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ 425-1",SGHC-CEMENT425B-00,"تالار سیمان","صنایع سیمان سامان غرب","نقدی (مچینگ)","5,181","6,631,680","5,181","5,181","5,181",0,"1,280","1,280",تن,1401/11/23,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ 425-1/کیسه50",SGHC-CEMENT425-50L-00,"تالار سیمان","صنایع سیمان سامان غرب",نقدی,"6,124","1,163,560","6,124","6,124","6,124","10,000",190,190,تن,1401/11/23,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ2",SGHC-CEMENT2B-00,"تالار سیمان","صنایع سیمان سامان غرب","نقدی (مچینگ)","6,029","1,205,800","6,029","6,029","6,029",0,200,200,تن,1401/11/23,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ2",SGHC-CEMENT2B-00,"تالار سیمان","صنایع سیمان سامان غرب",نقدی,"6,029","12,962,350","6,029","6,029","6,029","3,000","2,150","2,150",تن,1401/11/23,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ 2/کیسه50",SGHC-CEMENT2-50L-00,"تالار سیمان","صنایع سیمان سامان غرب",نقدی,"6,232","19,942,400","6,232","6,232","6,232","5,500","3,200","3,200",تن,1401/11/23,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ 2/کیسه50",SGHC-CEMENT2-50L-00,"تالار سیمان","صنایع سیمان سامان غرب","نقدی (مچینگ)","6,232","2,492,800","6,232","6,232","6,232",0,400,400,تن,1401/11/23,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"پلی بوتادین رابر 1220",TJPC-PBR1220WWP-00,"تالار پتروشیمی","پتروشیمی تخت جمشید",نقدی,"389,042","54,901,607.04","389,042","389,042","389,042","1,008",141.12,141.12,تن,1401/11/23,"صنایع پتروشیمی تخت جمشید",مفید,ریال
"میلگرد کلاف 6.5",ALSC-SW6500A-00,"تالار صنعتی","مجتمع فولاد الیگودرز",نقدی,,0,,,"216,336",264,0,0,تن,1401/11/23,"مجتمع فولاد الیگودرز",فارابی,ریال
"پلی اتیلن ترفتالات بطری MBG780",MPKP-PETMBG780J-00,"تالار پتروشیمی","پتروشیمی محب پلی استر خاوران",نقدی,,0,,,"339,500",100,0,0,تن,1401/11/23,"پتروشیمی محب پلی استر خاوران","سهام بارز",ریال
"شمش 1000p-99.75",IAC-AP10151-00,"تالار صنعتی","آلومینیوم ایران(ایرالکو)",نقدی,"1,091,782","1,091,782,450","1,088,960","1,095,889","767,259","1,000","2,325","1,000",تن,1401/11/24,"آلومینیوم ایران","مهر اقتصاد ایرانیان",ریال
"شمش 1000p-99.85",IAC-AP0610A1-00,"تالار صنعتی","آلومینیوم ایران(ایرالکو)",نقدی,"1,125,657","1,125,657,300","1,118,960","1,135,999","767,859","1,000","3,025","1,000",تن,1401/11/24,"آلومینیوم ایران","مهر اقتصاد ایرانیان",ریال
"بیلت 6063-7",IAC-AB6063BC-00,"تالار صنعتی","آلومینیوم ایران(ایرالکو)",نقدی,"1,238,373","495,349,175","1,226,999","1,244,899","851,325",400,"1,175",400,تن,1401/11/24,"آلومینیوم ایران","مهر اقتصاد ایرانیان",ریال
"فیدلیتی 5 نفره سفید",BMC-FIDELITY5W-00,"تالار خودرو","بهمن موتور",سلف,"13,578,640,000","3,394,660,000","13,570,000,000","13,590,000,000","7,590,000,000",250,829,250,عدد,1401/11/25,"بهمن موتور",سینا,ریال
"فیدلیتی 5 نفره مشکی",BMC-FIDELITY5B-00,"تالار خودرو","بهمن موتور",سلف,"13,622,000,000","3,405,500,000","13,620,000,000","13,630,000,000","7,590,000,000",250,719,250,عدد,1401/11/25,"بهمن موتور",سینا,ریال
"فیدلیتی 7 نفره سفید",BMC-FIDELITY7W-00,"تالار خودرو","بهمن موتور",سلف,"14,404,560,000","3,601,140,000","14,400,000,000","14,420,000,000","7,720,000,000",250,988,250,عدد,1401/11/25,"بهمن موتور",سینا,ریال
"فیدلیتی 7 نفره مشکی",BMC-FIDELITY7B-00,"تالار خودرو","بهمن موتور",سلف,"15,362,000,000","3,840,500,000","15,360,000,000","15,370,000,000","7,720,000,000",250,"1,334",250,عدد,1401/11/25,"بهمن موتور",سینا,ریال
"ریسپکت مشکی",BMC-RESPECTB-00,"تالار خودرو","بهمن موتور",سلف,"11,108,850,000","2,221,770,000","11,100,000,000","11,130,000,000","6,430,000,000",200,"1,061",200,عدد,1401/11/25,"بهمن موتور",سینا,ریال
"ریسپکت سفید",BMC-RESPECTW-00,"تالار خودرو","بهمن موتور",سلف,"10,950,866,667","3,285,260,000","10,950,000,000","10,960,000,000","6,430,000,000",300,"1,780",300,عدد,1401/11/25,"بهمن موتور",سینا,ریال
"کارا تک کابین",BMC-KARA1-00,"تالار خودرو","بهمن موتور",سلف,"3,596,128,000","1,798,064,000","3,594,000,000","3,601,000,000","2,913,000,000",500,"2,063",500,عدد,1401/11/26,"بهمن موتور",سینا,ریال
"کارا دو کابین",BMC-KARA2-00,"تالار خودرو","بهمن موتور",سلف,"3,730,182,000","1,865,091,000","3,730,000,000","3,732,000,000","3,015,000,000",500,"2,182",500,عدد,1401/11/26,"بهمن موتور",سینا,ریال
"کامیون کشنده EM POWER",BDC-TREMPOWER-00,"تالار خودرو","بهمن دیزل",سلف,"42,510,600,000","4,251,060,000","42,500,000,000","42,540,000,000","31,300,000,000",100,366,100,عدد,1401/11/24,"بهمن دیزل",سینا,ریال
"کامیونت FORCE",BDC-TRFORCE-00,"تالار خودرو","بهمن دیزل",سلف,"11,013,428,571","770,940,000","11,010,000,000","11,020,000,000","8,930,000,000",70,100,70,عدد,1401/11/24,"بهمن دیزل",سینا,ریال
"کامیونت FORCE",BDC-TRFORCE-00,"تالار خودرو","بهمن دیزل",سلف,"9,300,000,000","1,357,800,000","9,300,000,000","9,300,000,000","9,300,000,000",150,146,146,عدد,1401/11/24,"بهمن دیزل",سینا,ریال
"کامیونت FORCE",BDC-TRFORCE-00,"تالار خودرو","بهمن دیزل",سلف,"10,763,133,333","1,614,470,000","10,760,000,000","10,780,000,000","9,300,000,000",150,185,150,عدد,1401/11/24,"بهمن دیزل",سینا,ریال
"کامیونت FORCE",BDC-TRFORCE-00,"تالار خودرو","بهمن دیزل",سلف,"13,213,750,000","1,057,100,000","13,210,000,000","13,230,000,000","9,830,000,000",80,146,80,عدد,1401/11/24,"بهمن دیزل",سینا,ریال
"سیمان تیپ2",SSGK-CEMENT2B-00,"تالار سیمان","سیمان سپهر قیر و کارزین",نقدی,"6,727","6,727,200","6,559","7,400","5,284","1,000","3,000","1,000",تن,1401/11/23,"سیمان سپهر قیر و کارزین","تامین سرمایه تمدن",ریال
"پلی استایرن معمولی 1028",PPMZ-PSGPPS1028PP-00,"تالار پتروشیمی","پتروپاک مشرق زمین","نقدی (مچینگ)","396,919","2,183,054.5","396,919","396,919","396,919",0,5.5,5.5,تن,1401/11/24,"پترو پاک مشرق زمین","تامین سرمایه تمدن",ریال
"پلی استایرن معمولی 1115",PPMZ-PSGPPS1115PP-00,"تالار پتروشیمی","پتروپاک مشرق زمین","نقدی (مچینگ)","396,919","8,732,218","396,919","396,919","396,919",0,22,22,تن,1401/11/26,"پترو پاک مشرق زمین","تامین سرمایه تمدن",ریال
"سیمان تیپ 5/کیسه50",ILCE-CEMENT5-50L-00,"تالار سیمان","سیمان ایلام",نقدی,"6,171","5,553,900","6,171","6,171","6,171","1,000",900,900,تن,1401/11/24,"سیمان ایلام","بورس بهگزین",ریال
"سیمان تیپ 5/کیسه50",ILCE-CEMENT5-50L-00,"تالار سیمان","سیمان ایلام","نقدی (مچینگ)","6,171","617,100","6,171","6,171","6,171",0,100,100,تن,1401/11/24,"سیمان ایلام","بورس بهگزین",ریال
"سیمان تیپ2",GSCC-CEMENT2B-00,"تالار سیمان","صنایع سیمان گیلان سبز","نقدی (مچینگ)","5,299","529,900","5,299","5,299","5,299",0,100,100,تن,1401/11/24,"صنایع سیمان گیلان سبز","بورس بهگزین",ریال
"سیمان تیپ2",GSCC-CEMENT2B-00,"تالار سیمان","صنایع سیمان گیلان سبز","نقدی (مچینگ)","5,299","2,914,450","5,299","5,299","5,299",0,550,550,تن,1401/11/23,"صنایع سیمان گیلان سبز","بورس بهگزین",ریال
"سیمان تیپ2",GSCC-CEMENT2B-00,"تالار سیمان","صنایع سیمان گیلان سبز",نقدی,"5,299","23,156,630","5,299","5,299","5,299","8,000","4,370","4,370",تن,1401/11/23,"صنایع سیمان گیلان سبز","بورس بهگزین",ریال
"سیمان تیپ2",PGOC-CEMENT2B-00,"تالار سیمان","سیمان پیوند گلستان","نقدی (مچینگ)","5,307","2,282,010","5,307","5,307","5,307",0,430,430,تن,1401/11/25,"سیمان پیوند گلستان","بورس بهگزین",ریال
"سیمان تیپ 2/کیسه50",PGOC-CEMENT2-50L-00,"تالار سیمان","سیمان پیوند گلستان",نقدی,"6,658","69,911,280","6,632","6,699","6,462","10,500","11,280","10,500",تن,1401/11/23,"سیمان پیوند گلستان","بورس بهگزین",ریال
"گندله سنگ آهن",GOLG-PELL-00,"تالار صنعتی","معدنی و صنعتی گل گهر","نقدی (مچینگ)","38,890","583,350,000","38,890","38,890","38,890",0,"15,000","15,000",تن,1401/11/25,"معدنی و صنعتی گل گهر","بانک سپه",ریال
"سیمان تیپ2",HCC-CEMENT2B-00,"تالار سیمان","سیمان هرمزگان",نقدی,"10,482","178,200,270","10,190","10,999","6,858","17,000","23,350","17,000",تن,1401/11/23,"سیمان هرمزگان","بانک سپه",ریال
"سیمان تیپ2",CICE-CEMENT2B-00,"تالار سیمان","سیمان کیاسر","نقدی (مچینگ)","5,866","3,519,600","5,866","5,866","5,866",0,600,600,تن,1401/11/24,"صنایع سیمان کیاسر","بانک سپه",ریال
"سیمان تیپ2",CICE-CEMENT2B-00,"تالار سیمان","سیمان کیاسر","نقدی (مچینگ)","5,866","3,519,600","5,866","5,866","5,866",0,600,600,تن,1401/11/25,"صنایع سیمان کیاسر","بانک سپه",ریال
"سیمان تیپ 2/کیسه50",CTM-CEMENT2-50L-00,"تالار سیمان","گروه صنعتی معدنی سیمان تجارت مهریز",نقدی,"7,058","14,116,860","6,921","7,109","6,818","2,000","3,540","2,000",تن,1401/11/23,"گروه صنعتی ومعدنی سیمان تجارت مهریز","بانک تجارت",ریال
"سیمان تیپ 325-1",SAES-CEMENT325B-00,"تالار سیمان","ساروج اصفهان",نقدی,"6,347","3,173,500","6,319","6,359","4,972",500,"1,250",500,تن,1401/11/23,"ساروج اصفهان","تامین سرمایه نوین",ریال
"سیمان تیپ 425-1",SAES-CEMENT425B-00,"تالار سیمان","ساروج اصفهان",نقدی,"7,419","44,516,550","7,229","7,431","5,455","6,000","12,875","6,000",تن,1401/11/23,"ساروج اصفهان","تامین سرمایه نوین",ریال
"سیمان تیپ 325-1/کیسه50",SAES-CEMENT325-50L-00,"تالار سیمان","ساروج اصفهان",نقدی,"6,886","3,443,075","6,866","7,269","6,014",500,"1,825",500,تن,1401/11/23,"ساروج اصفهان","تامین سرمایه نوین",ریال
"سیمان تیپ2",CJOV-CEMENT2B-00,"تالار سیمان","سیمان جوین","نسیه (مچینگ)","4,657","465,700","4,657","4,657","4,657",0,100,100,تن,1401/11/24,"سیمان جوین",ساوآفرین,ریال
"سیمان تیپ2",CJOV-CEMENT2B-00,"تالار سیمان","سیمان جوین","نسیه (مچینگ)","4,657","465,700","4,657","4,657","4,657",0,100,100,تن,1401/11/26,"سیمان جوین",ساوآفرین,ریال
"پلی بوتادین رابر 1220",SHPC-PBR1220WWP-00,"تالار پتروشیمی","پتروشیمی شازند","نقدی (مچینگ)","389,042","7,843,086.72","389,042","389,042","389,042",0,20.16,20.16,تن,1401/11/24,"پتروشیمی شازند","بانک ملی",ریال
"پلی بوتادین رابر 1220",SHPC-PBR1220WWP-00,"تالار پتروشیمی","پتروشیمی شازند","نقدی (مچینگ)","389,042","7,843,086.72","389,042","389,042","389,042",0,20.16,20.16,تن,1401/11/25,"پتروشیمی شازند","بانک ملی",ریال
"منو اتانول آمین",SHPC-MEAFG-00,"تالار پتروشیمی","پتروشیمی شازند","نقدی (مچینگ)","246,891","11,060,716.8","246,891","246,891","246,891",0,44.8,44.8,تن,1401/11/25,"پتروشیمی شازند","بانک ملی",ریال
"منو اتانول آمین",SHPC-MEAFG-00,"تالار پتروشیمی","پتروشیمی شازند","نقدی (مچینگ)","246,891","2,765,179.2","246,891","246,891","246,891",0,11.2,11.2,تن,1401/11/23,"پتروشیمی شازند","بانک ملی",ریال
"تری اتانول آمین",SHPC-TEAB-00,"تالار پتروشیمی","پتروشیمی شازند","نقدی (مچینگ)","207,057","2,277,627","207,057","207,057","207,057",0,11,11,تن,1401/11/25,"پتروشیمی شازند","بانک ملی",ریال
"سیمان تیپ 2/کیسه50",SABC-CEMENT2-50L-00,"تالار سیمان","بین‌المللی ساروج بوشهر",نقدی,"9,887","31,637,200","9,839","9,971","7,554","3,200","6,700","3,200",تن,1401/11/23,"بین المللی ساروج بوشهر","بانک ملی",ریال
"سیمان تیپ 2/کیسه50",TCHC-CEMENT2-50L-00,"تالار سیمان","سیمان تیس چابهار",نقدی,"7,118","42,709,550","7,055","7,239","6,821","6,000","13,175","6,000",تن,1401/11/23,"سیمان تیس چابهار","بورس بیمه ایران",ریال
"سیمان تیپ2",TCHC-CEMENT2B-00,"تالار سیمان","سیمان تیس چابهار",نقدی,,0,,,"4,719","2,000",0,0,تن,1401/11/23,"سیمان تیس چابهار","بورس بیمه ایران",ریال
"سیمان تیپ2",DCC-CEMENT2B-00,"تالار سیمان","سیمان داراب","نقدی (مچینگ)","6,492","4,284,720","6,492","6,492","6,492",0,660,660,تن,1401/11/24,"سیمان داراب","بورس بیمه ایران",ریال
"سیمان تیپ 2/کیسه50",DCC-CEMENT2-50L-00,"تالار سیمان","سیمان داراب",نقدی,"8,294","70,496,840","8,240","8,379","7,459","8,500","14,170","8,500",تن,1401/11/23,"سیمان داراب","بورس بیمه ایران",ریال
"پلی پروپیلن فیلم RG1104K",RJCO-PPRG1104KRJ-00,"تالار پتروشیمی","پتروشیمی رجال",نقدی,"361,654","346,102,464.75","361,553","361,972","299,497",957,"1,174.5",957,تن,1401/11/24,"مجتمع صنعتی پتروشیمی رجال","بانک کارآفرین",ریال
"پلی پروپیلن نساجی RG1102XK",RJCO-PPRG1102XKRJ-00,"تالار پتروشیمی","پتروشیمی رجال","نقدی (مچینگ)","298,149","19,454,222.25","298,149","298,149","298,149",0,65.25,65.25,تن,1401/11/24,"مجتمع صنعتی پتروشیمی رجال","بانک کارآفرین",ریال
"پلی پروپیلن نساجی RG1102XK",RJCO-PPRG1102XKRJ-00,"تالار پتروشیمی","پتروشیمی رجال",نقدی,"298,149","265,874,370.75","298,149","298,149","298,149",957,891.75,891.75,تن,1401/11/24,"مجتمع صنعتی پتروشیمی رجال","بانک کارآفرین",ریال
"پلی پروپیلن نساجی 1102L",RJCO-PP1102LRJ-00,"تالار پتروشیمی","پتروشیمی رجال","نقدی (مچینگ)","298,149","51,877,926","298,149","298,149","298,149",0,174,174,تن,1401/11/24,"مجتمع صنعتی پتروشیمی رجال","بانک کارآفرین",ریال
"پلی پروپیلن نساجی 1102L",RJCO-PP1102LRJ-00,"تالار پتروشیمی","پتروشیمی رجال",نقدی,"298,149","25,938,963","298,149","298,149","298,149",261,87,87,تن,1401/11/24,"مجتمع صنعتی پتروشیمی رجال","بانک کارآفرین",ریال
"پلی پروپیلن نساجی RG1102XL",RJCO-PPRG1102XLRJ-00,"تالار پتروشیمی","پتروشیمی رجال",نقدی,"308,764","295,487,126.25","305,700","311,000","298,149",957,"1,065.75",957,تن,1401/11/24,"مجتمع صنعتی پتروشیمی رجال","بانک کارآفرین",ریال
"پلی پروپیلن شیمیایی RG3212E",RJCO-PPRG3212ERJ-00,"تالار پتروشیمی","پتروشیمی رجال",نقدی,"594,551","206,903,856.75","590,559","614,888","344,643",348,609,348,تن,1401/11/24,"مجتمع صنعتی پتروشیمی رجال","بانک کارآفرین",ریال
"سیمان تیپ2",FICO-CEMENT2B-00,"تالار سیمان","سیمان فیروزکوه","نقدی (مچینگ)","6,209","6,209,000","6,209","6,209","6,209",0,"1,000","1,000",تن,1401/11/25,"تولیدی سیمان فیروزکوه","بانک ملی",ریال
"سیمان تیپ2",FICO-CEMENT2B-00,"تالار سیمان","سیمان فیروزکوه","نقدی (مچینگ)","6,209","1,241,800","6,209","6,209","6,209",0,200,200,تن,1401/11/24,"تولیدی سیمان فیروزکوه","بانک ملی",ریال
"سیمان تیپ2",FICO-CEMENT2B-00,"تالار سیمان","سیمان فیروزکوه","نقدی (مچینگ)","6,209","6,209,000","6,209","6,209","6,209",0,"1,000","1,000",تن,1401/11/26,"تولیدی سیمان فیروزکوه","بانک ملی",ریال
"سیمان تیپ 2/کیسه50",FICO-CEMENT2-50L-00,"تالار سیمان","سیمان فیروزکوه","نقدی (مچینگ)","6,380","1,276,000","6,380","6,380","6,380",0,200,200,تن,1401/11/24,"تولیدی سیمان فیروزکوه","بانک ملی",ریال
"سیمان تیپ 2/کیسه50",FICO-CEMENT2-50L-00,"تالار سیمان","سیمان فیروزکوه",نقدی,"6,380","24,244,000","6,380","6,380","6,380","4,000","3,800","3,800",تن,1401/11/23,"تولیدی سیمان فیروزکوه","بانک ملی",ریال
"سیمان تیپ 2/کیسه50",BACC-CEMENT2-50L-00,"تالار سیمان","سیمان باقران","نقدی (مچینگ)","6,057","757,125","6,057","6,057","6,057",0,125,125,تن,1401/11/24,"سیمان باقران","بانک ملی",ریال
"سیمان تیپ 2/کیسه50",BACC-CEMENT2-50L-00,"تالار سیمان","سیمان باقران","نقدی (مچینگ)","6,057","302,850","6,057","6,057","6,057",0,50,50,تن,1401/11/25,"سیمان باقران","بانک ملی",ریال
"سیمان تیپ 2/کیسه50",SSH-CEMENT2-50L-00,"تالار سیمان","سیمان شمال","سلف (مچینگ)","7,029","4,217,400","7,029","7,029","7,029",0,600,600,تن,1401/11/23,"سیمان شمال","بانک ملی",ریال
"سیمان تیپ 2/کیسه50",SSH-CEMENT2-50L-00,"تالار سیمان","سیمان شمال",سلف,"7,029","30,927,600","7,029","7,029","7,029","5,000","4,400","4,400",تن,1401/11/23,"سیمان شمال","بانک ملی",ریال
"سیمان تیپ 2/کیسه50",ZCCO-CEMENT2-50L-00,"تالار سیمان","سیمان زابل",نقدی,"7,013","49,092,860","6,950","7,070","6,643","7,000","13,240","7,000",تن,1401/11/23,"صنایع سیمان زابل",فارابی,ریال
"پلی استایرن انبساطی نسوز SE2000",BAN-PSESE2000J-00,"تالار پتروشیمی","بانیار پلیمر گنبد","نقدی (مچینگ)","402,000","8,844,000","402,000","402,000","402,000",0,22,22,تن,1401/11/23,"بانیار پلیمر گنبد","ایساتیس پویا",ریال
"سیمان تیپ2",UCC-CEMENT2B-00,"تالار سیمان","سیمان ارومیه","نقدی (مچینگ)","4,705","1,882,000","4,705","4,705","4,705",0,400,400,تن,1401/11/24,"سیمان ارومیه","صبا تأمین",ریال
"سیمان تیپ2",UCC-CEMENT2B-00,"تالار سیمان","سیمان ارومیه","نقدی (مچینگ)","4,705","2,493,650","4,705","4,705","4,705",0,530,530,تن,1401/11/26,"سیمان ارومیه","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",DACO-CEMENT2-50L-00,"تالار سیمان","سیمان دشتستان",نقدی,"10,019","50,097,300","9,889","10,339","7,490","5,000","9,300","5,000",تن,1401/11/23,"صنایع سیمان دشتستان","آرمون بورس",ریال
"سیمان تیپ 2/کیسه50",UCC-CEMENT2-50L-00,"تالار سیمان","سیمان ارومیه","نقدی (مچینگ)","6,057","605,700","6,057","6,057","6,057",0,100,100,تن,1401/11/24,"سیمان ارومیه","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",UCC-CEMENT2-50L-00,"تالار سیمان","سیمان ارومیه","نقدی (مچینگ)","6,057","2,422,800","6,057","6,057","6,057",0,400,400,تن,1401/11/25,"سیمان ارومیه","صبا تأمین",ریال
"سیمان تیپ 425-1",UCC-CEMENT425B-00,"تالار سیمان","سیمان ارومیه","نقدی (مچینگ)","5,056","505,600","5,056","5,056","5,056",0,100,100,تن,1401/11/25,"سیمان ارومیه","صبا تأمین",ریال
"سیمان تیپ 425-1",UCC-CEMENT425B-00,"تالار سیمان","سیمان ارومیه","نقدی (مچینگ)","5,056","505,600","5,056","5,056","5,056",0,100,100,تن,1401/11/24,"سیمان ارومیه","صبا تأمین",ریال
"سیمان تیپ2",KACC-CEMENT2B-00,"تالار سیمان","سیمان کارون",نقدی,"5,931","13,049,000","5,888","6,219","5,242","2,200","3,700","2,200",تن,1401/11/23,"سیمان کارون","راهنمای سرمایه‌گذاران",ریال
"سیمان تیپ2",DACO-CEMENT2B-00,"تالار سیمان","سیمان دشتستان",نقدی,"8,217","36,975,700","8,089","8,389","6,056","4,500","7,175","4,500",تن,1401/11/23,"صنایع سیمان دشتستان","آرمون بورس",ریال
"سیمان تیپ 425-1/کیسه50",UCC-CEMENT425-50L-00,"تالار سیمان","سیمان ارومیه","نقدی (مچینگ)","6,205","5,584,500","6,205","6,205","6,205",0,900,900,تن,1401/11/24,"سیمان ارومیه","صبا تأمین",ریال
"سیمان تیپ 425-1/کیسه50",UCC-CEMENT425-50L-00,"تالار سیمان","سیمان ارومیه","نقدی (مچینگ)","6,205","1,365,100","6,205","6,205","6,205",0,220,220,تن,1401/11/25,"سیمان ارومیه","صبا تأمین",ریال
"سیمان تیپ2",ACC-CEMENT2B-00,"تالار سیمان","سیمان آبیک",نقدی,"7,061","176,592,960","6,992","7,189","6,752","25,008","29,496","25,008",تن,1401/11/23,"سیمان آبیک","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",KACC-CEMENT2-50L-00,"تالار سیمان","سیمان کارون",نقدی,"6,164","1,232,850","6,106","6,339","6,057",200,250,200,تن,1401/11/23,"سیمان کارون","راهنمای سرمایه‌گذاران",ریال
"سیمان تیپ 2/کیسه50",ACC-CEMENT2-50L-00,"تالار سیمان","سیمان آبیک",نقدی,"7,120","106,803,700","7,100","7,200","6,996","15,000","19,200","15,000",تن,1401/11/23,"سیمان آبیک","صبا تأمین",ریال
"سیمان تیپ2",CMN-CEMENT2B-00,"تالار سیمان","سیمان منددشتی",نقدی,"8,035","80,354,500","7,989","8,139","6,093","10,000","14,200","10,000",تن,1401/11/23,"سیمان مند دشتی","آرمون بورس",ریال
"سیمان تیپ2",BCCO-CEMENT2B-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","4,657","1,909,370","4,657","4,657","4,657",0,410,410,تن,1401/11/24,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ2",BCCO-CEMENT2B-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","4,657","3,353,040","4,657","4,657","4,657",0,720,720,تن,1401/11/25,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",BCCO-CEMENT2-50L-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","6,057","1,817,100","6,057","6,057","6,057",0,300,300,تن,1401/11/25,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",BCCO-CEMENT2-50L-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","6,057","1,211,400","6,057","6,057","6,057",0,200,200,تن,1401/11/24,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",CMN-CEMENT2-50L-00,"تالار سیمان","سیمان منددشتی",نقدی,"9,047","36,188,500","8,869","9,229","7,376","4,000","6,400","4,000",تن,1401/11/23,"سیمان مند دشتی","آرمون بورس",ریال
